"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"xsycon.nlogo"
"x-sycon experiment"
"10/20/2025 03:06:46:321 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-carriers","p-new-DE","max-blocked-frac","kappa","run-seed","[step]","service-throughput","miss-rate","mean-ttfr","mean-latency","energy-per-task","coverage-entropy","field-mean","field-var"
"1109","25","0.04","0.28","1.2","9","5000","0.0338","0.10396039603960396","94.70175438596492","221.83684210526314","727.1479289940828","4.464581911082892","1.0573959197762086","5.308684318517572"
"1110","25","0.04","0.28","1.2","10","5000","0.0376","0.10909090909090909","87.75392670157068","216.95283018867926","658.2553191489362","4.4112419460829875","1.0966380642332203","5.3947314016281345"
"1111","25","0.04","0.28","1.6","1","5000","0.0338","0.08673469387755102","63.00588235294118","189.73655913978496","731.810650887574","4.3379559759184785","0.9177763605661406","4.257998500618787"
"1112","25","0.04","0.28","1.6","2","5000","0.0266","0.1853932584269663","81.37226277372262","248.3132530120482","931.6315789473684","4.255371619987173","1.095794004736575","5.171267015849926"
"1113","25","0.04","0.28","1.6","3","5000","0.0352","0.11057692307692307","112.42857142857143","236.78391959798995","702.8977272727273","4.424576549095271","1.1534865298546677","5.676108595346581"
"1114","25","0.04","0.28","1.6","4","5000","0.0346","0.1065989847715736","83.47752808988764","199.08762886597938","715.7514450867052","4.542946668963553","0.9106688601747135","4.201823906098845"
"1115","25","0.04","0.28","1.6","5","5000","0.0376","0.08256880733944955","91.01052631578948","208.44660194174756","658.0904255319149","4.553309663107234","1.0688590341311979","5.1471186232089"
"1116","25","0.04","0.28","1.6","6","5000","0.0346","0.10552763819095477","111.2486187845304","231.64948453608247","712.9653179190751","4.578962064395299","1.089165210559958","5.258537126698937"
"1117","25","0.04","0.28","1.6","7","5000","0.0318","0.16666666666666666","88.09815950920246","246.10362694300517","777.4591194968554","4.3510874558642865","1.1926364043751438","5.646533112894358"
"1118","25","0.04","0.28","1.6","8","5000","0.034","0.13875598086124402","98.79768786127168","246.9246231155779","727.8352941176471","4.376274404273686","1.2301776440704255","5.625540677047125"
"1119","25","0.04","0.28","1.6","9","5000","0.036","0.1261682242990654","66.64088397790056","210.42512077294685","686.3944444444444","4.400216050735989","1.0579937955040328","4.961006649565884"
"1120","25","0.04","0.28","1.6","10","5000","0.0314","0.13612565445026178","118.63030303030303","250.69398907103826","790.4076433121019","4.442257308666849","1.1070473050578855","5.455962660361494"
"1121","25","0.06","0.1","0.5","1","5000","0.0542","0","70","119.21771217712177","456.0848708487085","4.913715641660254","0.6521397924932799","2.9812939210270857"
"1122","25","0.06","0.1","0.5","2","5000","0.059","0","59.86779661016949","106.62033898305084","417.0101694915254","5.065083188113003","0.6111911478787382","2.732946249844891"
"1123","25","0.06","0.1","0.5","3","5000","0.0598","0","76.15384615384616","123.89632107023411","412.2742474916388","4.982327280346871","0.7414624390671822","3.373471928494449"
"1124","25","0.06","0.1","0.5","4","5000","0.053","0","80.27547169811321","124.41132075471698","462.15849056603776","5.09480593226726","0.6575870986303715","2.997161871538533"
"1125","25","0.06","0.1","0.5","5","5000","0.0552","0","73.08333333333333","120.70652173913044","446.1231884057971","4.936914932332915","0.6696933873622647","3.0095924988218745"
"1126","25","0.06","0.1","0.5","6","5000","0.0566","0.006825938566552901","76.83802816901408","127.62456140350878","434.97879858657245","5.008621593646761","0.7398457688888436","3.5066221716574533"
"1127","25","0.06","0.1","0.5","7","5000","0.0588","0","77.88775510204081","120.79591836734694","417.92857142857144","4.983189529051899","0.6936467892107238","3.0270501412349167"
"1128","25","0.06","0.1","0.5","8","5000","0.057","0.003389830508474576","74.56491228070175","123.8986013986014","431.9789473684211","4.9673034197504835","0.711600596018651","3.2059347101184796"
"1129","25","0.06","0.1","0.5","9","4720","0.0635593220338983","0","75.29666666666667","122.69","386.58666666666664","5.01269691109605","0.782967625348388","3.4677375860001707"
"1130","25","0.06","0.1","0.5","10","4977","0.06027727546714889","0","71.66666666666667","121.33666666666667","408.49666666666667","5.050764745560889","0.7558272845817194","3.2685100227533814"
"1131","25","0.06","0.1","0.8","1","5000","0.0568","0.01020408163265306","76.59649122807018","132.25087108013938","435.8098591549296","4.889459249025927","0.8064516436486113","3.667974835677428"
"1132","25","0.06","0.1","0.8","2","4747","0.06298714977880766","0.0032679738562091504","78.33666666666667","128.02333333333334","392.4849498327759","4.941825109888781","0.8621178528741855","4.069391709716437"
"1133","25","0.06","0.1","0.8","3","5000","0.057","0.0034602076124567475","78.68881118881119","129.93706293706293","434.35087719298247","4.871635095815799","0.7817836542979604","3.547589461143843"
"1134","25","0.06","0.1","0.8","4","4966","0.05960531614981877","0.012903225806451613","73.18791946308725","125.42333333333333","414.9932432432432","4.944880796152324","0.7947975298221157","3.6014205002728574"
"1135","25","0.06","0.1","0.8","5","4811","0.06194138432758262","0.006493506493506494","68.33779264214047","123.92666666666666","399.003355704698","4.973954009626936","0.84471530775524","3.903950024296351"
"1136","25","0.06","0.1","0.8","6","5000","0.0558","0.006802721088435374","73.6236559139785","124.30249110320284","442.76702508960574","4.971401052079073","0.7406657904602758","3.445980298625846"
"1137","25","0.06","0.1","0.8","7","5000","0.0544","0.0035971223021582736","87.32967032967034","139.1868131868132","455.48161764705884","4.897189920062844","0.7860800913582161","3.5952553159833522"
"1138","25","0.06","0.1","0.8","8","5000","0.0588","0.006688963210702341","77.88851351351352","131.11486486486487","420.2142857142857","5.034627731051549","0.8137069874674884","3.6454527292521814"
"1139","25","0.06","0.1","0.8","9","5000","0.058","0.003367003367003367","76.1103448275862","125.84192439862542","426.048275862069","4.939598214086224","0.749658525694372","3.48584103439951"
"1140","25","0.06","0.1","0.8","10","5000","0.0556","0.010380622837370242","76.94244604316546","133.49110320284697","445.08273381294964","4.938617245560468","0.7996057891573315","3.5900317684446144"
"1141","25","0.06","0.1","1.2","1","5000","0.0576","0.01","79.13103448275862","136.7594501718213","430.31597222222223","4.813149387419646","0.8779364035506878","4.111988546154253"
"1142","25","0.06","0.1","1.2","2","5000","0.059","0.003236245954692557","84.08783783783784","137.59797297297297","420.6","4.788925266074469","0.8863295207331806","4.081191404489871"
"1143","25","0.06","0.1","1.2","3","5000","0.0556","0.006968641114982578","82.125","136.3357142857143","445.863309352518","4.8245619378493565","0.8228959371615864","3.7342928537265165"
"1144","25","0.06","0.1","1.2","4","5000","0.0576","0.006666666666666667","90.02768166089966","152.26206896551724","430.5","4.94772804137522","0.9579483700883032","4.377479695439867"
"1145","25","0.06","0.1","1.2","5","5000","0.0562","0.013201320132013201","79.97864768683274","139.3684210526316","440.7864768683274","4.807909123429843","0.9165902256993926","4.240534487932498"
"1146","25","0.06","0.1","1.2","6","5000","0.0566","0.010101010101010102","80.36749116607774","140.7027972027972","438.07067137809184","4.82494959061158","0.9096103785818501","4.202597379513969"
"1147","25","0.06","0.1","1.2","7","5000","0.0504","0.033210332103321034","88.6313725490196","153.51724137931035","491.81349206349205","4.763224487937222","0.8978926646124781","4.077965201831213"
"1148","25","0.06","0.1","1.2","8","5000","0.0526","0.02181818181818182","74.74716981132076","136.81784386617102","471.5209125475285","4.722552448491037","0.8004231135953983","3.7720660313372862"
"1149","25","0.06","0.1","1.2","9","4625","0.06443243243243243","0.0064516129032258064","85.36666666666666","138.6","384.758389261745","4.955453155981769","1.000392317981206","4.4756375365480805"
"1150","25","0.06","0.1","1.2","10","5000","0.0564","0.023728813559322035","89.11971830985915","152.3356401384083","439.62056737588654","4.7771635450393655","0.9761188799022246","4.4977460780111045"
"1151","25","0.06","0.1","1.6","1","5000","0.0502","0.04395604395604396","83.27490039840637","164.68441064638785","494.70916334661354","4.637473211401813","1.0027298606474253","4.730247011602244"
"1152","25","0.06","0.1","1.6","2","5000","0.0574","0.03514376996805112","95.81443298969072","165.76510067114094","432.7839721254355","4.761437934303815","1.152663948108177","5.12854144252966"
"1153","25","0.06","0.1","1.6","3","5000","0.0536","0.03754266211604096","86.08148148148148","166.8100358422939","464.19776119402985","4.774408434679554","1.0715936759491693","4.896240182606036"
"1154","25","0.06","0.1","1.6","4","4708","0.062022090059473234","0.02564102564102564","80.4795918367347","148.03","400.02054794520546","4.853347199501855","1.0876178434233674","4.899306524780485"
"1155","25","0.06","0.1","1.6","5","4966","0.05799436165928312","0.038461538461538464","95.30689655172414","174.74666666666667","427.84375","4.765269332125431","1.2170405605215877","5.802964772784224"
"1156","25","0.06","0.1","1.6","6","4740","0.06118143459915612","0.03215434083601286","85.42268041237114","159.18666666666667","405.83103448275864","4.756426063617554","1.1491999230075896","5.144143129586773"
"1157","25","0.06","0.1","1.6","7","5000","0.0502","0.04363636363636364","99.7984496124031","164.76045627376425","495.6215139442231","4.66277515708779","0.977500687194118","5.057051547964655"
"1158","25","0.06","0.1","1.6","8","5000","0.0528","0.03900709219858156","68.75378787878788","147.16363636363636","471.1098484848485","4.702244261490344","0.9104378594807309","4.198230761321243"
"1159","25","0.06","0.1","1.6","9","4817","0.059995848038198046","0.03536977491961415","88.23367697594502","159.16666666666666","414.24221453287197","4.7561559159171125","1.1111911110135666","5.25903308820748"
"1160","25","0.06","0.1","1.6","10","5000","0.0574","0.038834951456310676","76.11764705882354","156.2140468227425","433.5365853658537","4.739747981398774","1.0818115025206272","4.997892334060766"
"1161","25","0.06","0.15","0.5","1","5000","0.057","0.006802721088435374","89.32280701754387","146.65853658536585","429.37894736842105","4.938604214933854","0.9003418221129441","4.131574139368841"
"1162","25","0.06","0.15","0.5","2","5000","0.056","0","82.19642857142857","134.99642857142857","435.6714285714286","4.963697392474414","0.7745186694112643","3.5026162851336196"
"1163","25","0.06","0.15","0.5","3","5000","0.0572","0.01020408163265306","71.0484429065744","120.0795847750865","427.6993006993007","4.97538976625837","0.7299053298820669","3.2752929223242093"
"1164","25","0.06","0.15","0.5","4","5000","0.0592","0.006557377049180328","70.65656565656566","124.15771812080537","414.06756756756755","4.863186603051234","0.7709435171862098","3.445409827918559"
"1165","25","0.06","0.15","0.5","5","5000","0.0578","0.010135135135135136","69.89273356401384","127.82534246575342","423.06920415224914","4.9299630368441445","0.7950802586155992","3.615976175199221"
"1166","25","0.06","0.15","0.5","6","4984","0.060393258426966294","0","70.58471760797342","125.7109634551495","404.7873754152824","4.993513067567811","0.7943195076403299","3.578206266152504"
"1167","25","0.06","0.15","0.5","7","5000","0.0544","0.0071174377224199285","72.13919413919415","124.35036496350365","450.44117647058823","4.9476971665037945","0.7184711476933417","3.1560133620514623"
"1168","25","0.06","0.15","0.5","8","5000","0.0578","0","78.31487889273356","133.30103806228374","423.2664359861592","4.983517291761943","0.8278147215815521","3.7087001525318266"
"1169","25","0.06","0.15","0.5","9","4915","0.061037639877924724","0","75.14666666666666","126.68","401.37666666666667","4.915467997944429","0.8099136211498233","3.6648600501320088"
"1170","25","0.06","0.15","0.5","10","4656","0.06400343642611683","0.006600660066006601","79.71140939597315","133.99333333333334","380.63422818791946","5.0355279412553955","0.9193565334262909","4.089450520826046"
"1171","25","0.06","0.15","0.8","1","5000","0.055","0.01718213058419244","63.127272727272725","133.53571428571428","449.11636363636364","4.793076709188935","0.8252147884080585","3.748562945723762"
"1172","25","0.06","0.15","0.8","2","5000","0.0548","0.01718213058419244","87.36462093862816","150.3584229390681","449.23722627737226","4.834377613332023","0.9598521665987495","4.310671755067787"
"1173","25","0.06","0.15","0.8","3","4766","0.06210658833403273","0.012987012987012988","87.03355704697987","146.55333333333334","396.0304054054054","4.832419396561116","1.012416537580512","4.642437700925592"
"1174","25","0.06","0.15","0.8","4","5000","0.0548","0.024305555555555556","72.93795620437956","138.51957295373666","449.12773722627736","4.797709772966063","0.832059184840661","3.7487701792015935"
"1175","25","0.06","0.15","0.8","5","4824","0.06218905472636816","0","74.62","130.89","395.4766666666667","4.865148851833767","0.9025888799521498","3.966559540311845"
"1176","25","0.06","0.15","0.8","6","4991","0.06010819475055099","0.003246753246753247","82.63787375415282","140.20265780730898","408.91333333333336","4.845696353566492","0.9050626103897035","4.115298244266502"
"1177","25","0.06","0.15","0.8","7","4801","0.06207040199958342","0.006430868167202572","80.01003344481606","140.63333333333333","397.21140939597313","4.954088659943084","0.9577189315788155","4.510022965164697"
"1178","25","0.06","0.15","0.8","8","5000","0.0516","0.007462686567164179","83.02692307692308","136.35384615384615","476.88759689922483","4.846584232658466","0.7551313604864824","3.5286306083244474"
"1179","25","0.06","0.15","0.8","9","4939","0.060336100425187285","0.006493506493506494","74.14715719063545","132.76333333333332","408.4429530201342","4.90098008662997","0.874507967602815","4.076850961685358"
"1180","25","0.06","0.15","0.8","10","5000","0.0548","0.014084507042253521","81.04014598540147","148.05755395683454","448.8029197080292","4.806409741986185","0.9040528331324648","4.072045832157852"
"1181","25","0.06","0.15","1.2","1","5000","0.05","0.06159420289855073","82.64682539682539","176.44194756554307","495.196","4.635893925210381","1.1102674138514235","5.364641633950486"
"1182","25","0.06","0.15","1.2","2","4787","0.06037184040108628","0.03470031545741325","89.57731958762886","167.9","409.3044982698962","4.668170525315516","1.273674348403152","5.940862311857558"
"1183","25","0.06","0.15","1.2","3","5000","0.0548","0.034013605442176874","92.5956678700361","169.45070422535213","452.1204379562044","4.691939114587718","1.1134195799222302","5.03371870535652"
"1184","25","0.06","0.15","1.2","4","5000","0.055","0.05723905723905724","102.12857142857143","189.82534246575344","448.9236363636364","4.683939865522194","1.2906592034103799","5.8304722850068185"
"1185","25","0.06","0.15","1.2","5","4679","0.06283393887582817","0.01935483870967742","73.62033898305084","145.63666666666666","393.6496598639456","4.8099325662428285","1.1006287807559285","4.898524884632784"
"1186","25","0.06","0.15","1.2","6","5000","0.056","0.037162162162162164","81.2155477031802","160.67697594501718","442.325","4.67512136542482","1.0768717322940824","4.8505170551132135"
"1187","25","0.06","0.15","1.2","7","5000","0.055","0.056666666666666664","98.10469314079423","187.61986301369862","450.2763636363636","4.599300229002241","1.293126149534228","6.003247579513007"
"1188","25","0.06","0.15","1.2","8","5000","0.0542","0.037037037037037035","71.30147058823529","152.45390070921985","457.34317343173433","4.703353863829015","0.9987144556544842","4.564562984406916"
"1189","25","0.06","0.15","1.2","9","4655","0.06186895810955961","0.03858520900321544","86.71379310344828","168.08333333333334","400.05902777777777","4.73534640368691","1.2699960844855043","5.746246037400729"
"1190","25","0.06","0.15","1.2","10","5000","0.0572","0.03571428571428571","90.31487889273356","169.5252525252525","432.4055944055944","4.737979317201922","1.1677001953531445","5.340890284813913"
"1191","25","0.06","0.15","1.6","1","5000","0.0526","0.0576271186440678","91.74349442379182","179.8","471.93155893536124","4.559564144015131","1.2484186815933993","5.718539198395033"
"1192","25","0.06","0.15","1.6","2","5000","0.0554","0.05863192182410423","86.44285714285714","185.87457627118644","448.3718411552347","4.634182495998316","1.3315658398894346","5.915480320638257"
"1193","25","0.06","0.15","1.6","3","5000","0.0534","0.07432432432432433","96.88560885608857","196.85121107266437","465.22846441947564","4.557919227326832","1.3502929450796861","6.16921724954271"
"1194","25","0.06","0.15","1.6","4","4660","0.059012875536480686","0.07936507936507936","95.35915492957747","188.21666666666667","419.6363636363636","4.618120652225047","1.4764144840254596","6.677287035906274"
"1195","25","0.06","0.15","1.6","5","5000","0.0558","0.035483870967741936","80.63571428571429","170.37241379310345","444.7060931899642","4.733293022952172","1.211129513559972","5.572961629938477"
"1196","25","0.06","0.15","1.6","6","5000","0.0566","0.05177993527508091","97.25","181.48494983277592","438.0388692579505","4.621740091440464","1.2844919757032969","6.1133434693827144"
"1197","25","0.06","0.15","1.6","7","4848","0.0594059405940594","0.03858520900321544","100.69896193771626","188.36666666666667","417.19444444444446","4.81386098891022","1.3967127823849614","6.5693640166929175"
"1198","25","0.06","0.15","1.6","8","5000","0.0506","0.0711743772241993","89.5234375","184.33699633699635","490.2845849802371","4.577877927310926","1.2032815696034507","5.578189166443077"
"1199","25","0.06","0.15","1.6","9","5000","0.053","0.06484641638225255","106.74814814814815","202.1161971830986","468.4","4.649618104188882","1.3572690863357586","6.423624952003985"
"1200","25","0.06","0.15","1.6","10","5000","0.0538","0.06291390728476821","106.15750915750915","196.92013888888889","460.89591078066917","4.646228852904106","1.3949388429603955","6.447486353817887"
"1201","25","0.06","0.22","0.5","1","5000","0.0542","0.0035842293906810036","70.84132841328413","131.34558823529412","451.0110701107011","4.853293529515986","0.7603323166386695","3.500881908757596"
"1202","25","0.06","0.22","0.5","2","5000","0.057","0.013559322033898305","77.71080139372822","139.21453287197232","425.14736842105265","4.933088999726568","0.878649877242064","4.040224469527505"
"1203","25","0.06","0.22","0.5","3","5000","0.0588","0.013114754098360656","76.02721088435374","139.86912751677852","411.6156462585034","4.832826263066163","0.8888633438255606","4.137481617385215"
"1204","25","0.06","0.22","0.5","4","5000","0.0528","0.01444043321299639","79.4624060150376","139.92164179104478","458.84090909090907","4.9319154498382565","0.8013963242322458","3.6819584971916752"
"1205","25","0.06","0.22","0.5","5","4772","0.06244761106454317","0.006472491909385114","76.78260869565217","138.06","386.3758389261745","4.956577336373364","0.93761610783756","4.364784189742657"
"1206","25","0.06","0.22","0.5","6","5000","0.0554","0","69.92779783393502","128.1768953068592","440.12274368231044","4.816653495590365","0.7381976520620991","3.3279574299778987"
"1207","25","0.06","0.22","0.5","7","4755","0.06267087276550999","0.0064516129032258064","70.72147651006712","129.03","383.43624161073825","4.992828221046708","0.8793283071437373","3.9546334355976387"
"1208","25","0.06","0.22","0.5","8","4580","0.0648471615720524","0.009615384615384616","77.07744107744108","143.10333333333332","372.4208754208754","4.8665172245825","1.019474881973788","4.664274786344852"
"1209","25","0.06","0.22","0.5","9","5000","0.054","0.010830324909747292","79.62132352941177","146.6080586080586","452.77407407407406","4.797995816029226","0.8782041505615583","4.137004551388313"
"1210","25","0.06","0.22","0.5","10","4819","0.06183855571695372","0.006600660066006601","78.08389261744966","139.65333333333334","391.8859060402685","4.925068730820151","0.932234119368535","4.295235926818209"
"1211","25","0.06","0.22","0.8","1","5000","0.0576","0.013559322033898305","81.13194444444444","149.81849315068493","423.8263888888889","4.8527872418381195","0.9991129728948593","4.690883795504223"
"1212","25","0.06","0.22","0.8","2","4933","0.06040948712750861","0.006472491909385114","83.98322147651007","147.46333333333334","403.0838926174497","4.795413700954715","0.9577963090426671","4.417883556062244"
"1213","25","0.06","0.22","0.8","3","5000","0.0556","0.030405405405405407","78.23404255319149","149.89198606271776","440.4640287769784","4.7783158265459535","0.9755211003030636","4.480331446678584"
"1214","25","0.06","0.22","0.8","4","5000","0.0522","0.014705882352941176","88.69581749049429","160.14716981132077","471.51724137931035","4.801088484371276","0.9564245815629066","4.324382651110321"
"1215","25","0.06","0.22","0.8","5","5000","0.0586","0.012944983818770227","63.343537414965986","133.94949494949495","417.55631399317406","4.758099827253073","0.8999994711091169","4.07741899190745"
"1216","25","0.06","0.22","0.8","6","4942","0.060501821125050585","0.003205128205128205","90.49832775919732","155.93","404.9264214046823","4.861345018480874","1.0737816310385009","4.819359650298699"
"1217","25","0.06","0.22","0.8","7","5000","0.0556","0.030612244897959183","87.83214285714286","158.5156794425087","440.08992805755395","4.686429420258049","1.0448098887601058","4.685165753329319"
"1218","25","0.06","0.22","0.8","8","4597","0.0630846204046117","0.032467532467532464","72.93835616438356","150.84666666666666","387.72758620689655","4.798736466415119","1.1336676611226706","5.262270057703727"
"1219","25","0.06","0.22","0.8","9","5000","0.0544","0.03819444444444445","94.64","174.24028268551237","451.3345588235294","4.780978652538389","1.1254751089466262","5.374528864146429"
"1220","25","0.06","0.22","0.8","10","5000","0.0514","0.02527075812274368","78.43798449612403","156.5530303030303","479.1206225680934","4.728382196475577","0.971974955819054","4.614391290426346"
"1221","25","0.06","0.22","1.2","1","4742","0.061366512020244623","0.02903225806451613","91.43003412969283","173.01666666666668","401.12027491408935","4.7622321072638885","1.2705568900165816","5.899450117018546"
"1222","25","0.06","0.22","1.2","2","5000","0.0504","0.06690140845070422","99.64313725490196","202.5830258302583","490.66269841269843","4.545073488967541","1.3831117293222495","6.296660555092511"
"1223","25","0.06","0.22","1.2","3","5000","0.0552","0.05787781350482315","88.04609929078015","183.43537414965985","447.2536231884058","4.668126928245892","1.3504090719215527","6.463239009417127"
"1224","25","0.06","0.22","1.2","4","5000","0.0506","0.05714285714285714","90.49019607843137","181.728624535316","487.09090909090907","4.66109733893293","1.1510814173629786","5.265505362063391"
"1225","25","0.06","0.22","1.2","5","5000","0.0562","0.049342105263157895","90.81052631578947","179.03040540540542","439.7473309608541","4.798450887970769","1.2624177057198063","6.040690129060677"
"1226","25","0.06","0.22","1.2","6","4850","0.05938144329896907","0.0379746835443038","98.81597222222223","192.39","416.43402777777777","4.7401925751878915","1.4704067433091024","6.736827848123005"
"1227","25","0.06","0.22","1.2","7","4982","0.056403050983540745","0.061488673139158574","90.53103448275863","176.04","438.4056939501779","4.616849866148893","1.2724567722805975","5.843820093131705"
"1228","25","0.06","0.22","1.2","8","5000","0.0546","0.05387205387205387","97.98188405797102","187.10726643598616","452.31501831501834","4.622211035983382","1.2531116080940743","6.083684621757051"
"1229","25","0.06","0.22","1.2","9","5000","0.0512","0.08741258741258741","101.44318181818181","204.86832740213524","482.80859375","4.686162028328906","1.3852413508951114","6.446517596447762"
"1230","25","0.06","0.22","1.2","10","5000","0.051","0.05802047781569966","86.71984435797665","182.98529411764707","483.2","4.586673683687052","1.2954302607729875","6.209090045159543"
"1231","25","0.06","0.22","1.6","1","5000","0.0474","0.08333333333333333","107.24380165289256","214.8","523.2025316455696","4.611543609773664","1.3583528820933948","6.666139452256417"
"1232","25","0.06","0.22","1.6","2","4925","0.05604060913705584","0.0781758957654723","81.73214285714286","191.54666666666665","442.1630434782609","4.613061179495875","1.442539788082849","6.69200006754345"
"1233","25","0.06","0.22","1.6","3","4825","0.05865284974093264","0.05466237942122187","110.24221453287197","202.37666666666667","421.9929328621908","4.623601196516907","1.53895803802884","7.127892089962347"
"1234","25","0.06","0.22","1.6","4","5000","0.0536","0.0784313725490196","88.78545454545454","193.38013698630138","461.86567164179104","4.586900087398133","1.36449151359867","6.308235231674466"
"1235","25","0.06","0.22","1.6","5","4515","0.061794019933554815","0.0670926517571885","91.83916083916084","194.67","401.2544802867383","4.676711507545474","1.6299083173007152","7.4277921377551035"
"1236","25","0.06","0.22","1.6","6","5000","0.0538","0.0695364238410596","98.0912408759124","200.10344827586206","460.82156133828994","4.6758827319973735","1.4101910426428934","6.290512999580877"
"1237","25","0.06","0.22","1.6","7","5000","0.0502","0.0975609756097561","96.08171206225681","210.5627240143369","492.2749003984064","4.5248113386569395","1.4093906889003718","6.087955901930073"
"1238","25","0.06","0.22","1.6","8","5000","0.0486","0.09187279151943463","95.716","199.53159851301115","508.42798353909467","4.469649110835142","1.3793293307129857","6.386387919222964"
"1239","25","0.06","0.22","1.6","9","5000","0.0556","0.05537459283387622","103.90812720848056","200.9593220338983","446.0143884892086","4.620947990832614","1.437917388562304","6.743038012824535"
"1240","25","0.06","0.22","1.6","10","5000","0.051","0.12337662337662338","95.80916030534351","227.87713310580205","485.1372549019608","4.696377565046857","1.696222764668657","7.859523766194757"
"1241","25","0.06","0.28","0.5","1","4945","0.060262891809909","0.006514657980456026","71.63545150501672","137.6","398.83557046979865","4.894454103751706","0.9479330841778937","4.272717891898987"
"1242","25","0.06","0.28","0.5","2","5000","0.058","0.029411764705882353","75.70446735395188","153.1839464882943","409.1896551724138","4.973927861955325","1.0528076846914547","4.981228323512251"
"1243","25","0.06","0.28","0.5","3","5000","0.0566","0.006825938566552901","69.9330985915493","134.84561403508772","426","4.908057703170314","0.8247894136091422","3.8631053439319314"
"1244","25","0.06","0.28","0.5","4","5000","0.055","0.013888888888888888","83.16727272727273","157.44444444444446","433.3890909090909","4.87212915464136","1.0008870443511537","4.52721486819811"
"1245","25","0.06","0.28","0.5","5","5000","0.0584","0.016233766233766232","63.84300341296928","137.25925925925927","412.26027397260276","4.852270061462875","0.9490523163851434","4.365982119033138"
"1246","25","0.06","0.28","0.5","6","5000","0.0588","0.006622516556291391","59.335593220338986","124.71621621621621","410.2448979591837","4.893655889218737","0.8391012772986789","3.7787460311488785"
"1247","25","0.06","0.28","0.5","7","5000","0.0586","0.009900990099009901","76.90169491525424","141.92567567567568","411.59044368600684","4.85787427150134","0.9209423610618147","4.117810205401605"
"1248","25","0.06","0.28","0.5","8","4983","0.05980333132651013","0.006389776357827476","69.33444816053512","132.07","399.258389261745","4.915308215990024","0.8799798922472348","3.9573515019857415"
"1249","25","0.06","0.28","0.5","9","4885","0.06120777891504606","0.003246753246753247","83.22","148.47","393.12040133779266","5.012553343553227","1.033628284319867","4.636107300971066"
"1250","25","0.06","0.28","0.5","10","5000","0.0582","0.006600660066006601","61.628865979381445","125.03412969283276","411.9381443298969","4.872688270668419","0.8075119673209529","3.7009866362541417"
"1251","25","0.06","0.28","0.8","1","5000","0.0574","0.016778523489932886","89.50865051903114","164.95890410958904","422.3658536585366","4.782667500641022","1.0853907483148848","5.2252330308643185"
"1252","25","0.06","0.28","0.8","2","5000","0.0528","0.02127659574468085","72.25563909774436","148.52962962962962","458.93939393939394","4.8363395726075336","0.942830715507991","4.326982539092071"
"1253","25","0.06","0.28","0.8","3","4810","0.061330561330561334","0.016233766233766232","71.29391891891892","148.3","398.47457627118644","4.7365011667768355","1.0613987129597757","4.850437116783665"
"1254","25","0.06","0.28","0.8","4","4847","0.06024344955642665","0.02572347266881029","78.57679180887372","154.65","403.4554794520548","4.794304866902858","1.1243919031423142","4.957218722592551"
"1255","25","0.06","0.28","0.8","5","5000","0.049","0.03787878787878788","84.22489959839358","160.48627450980393","496.38367346938776","4.7383647300383736","0.9524872167470106","4.352190699034008"
"1256","25","0.06","0.28","0.8","6","5000","0.0554","0.023972602739726026","86.25270758122744","170.05985915492957","440.3285198555957","4.823738432990101","1.1104865417334193","5.394308037408727"
"1257","25","0.06","0.28","0.8","7","4872","0.060139573070607556","0.022653721682847898","69.75337837837837","142.23333333333332","405.07849829351534","4.829705624981133","1.0023034643444322","4.5776314121503745"
"1258","25","0.06","0.28","0.8","8","4750","0.06063157894736842","0.0380952380952381","88.90753424657534","174.46333333333334","402.14930555555554","4.8333359023540785","1.3169862732830118","5.827785466305168"
"1259","25","0.06","0.28","0.8","9","5000","0.0502","0.03663003663003663","83.37647058823529","164.81226053639847","486.9123505976096","4.75765515979327","1.0501522934932719","4.85812988988873"
"1260","25","0.06","0.28","0.8","10","5000","0.0524","0.014492753623188406","75.90114068441065","148.49624060150376","466.17557251908397","4.766257606309809","0.8961582232532223","4.11866478732016"
"1261","25","0.06","0.28","1.2","1","5000","0.0558","0.03728813559322034","94.55673758865248","187.46896551724137","442.7562724014337","4.7608573819923015","1.3114835532320326","5.909298526731491"
"1262","25","0.06","0.28","1.2","2","5000","0.0548","0.0718954248366013","102.65591397849462","209.9222972972973","447.5875912408759","4.630011210141065","1.4947886299094044","7.144478334065795"
"1263","25","0.06","0.28","1.2","3","5000","0.0536","0.06229508196721312","96.13235294117646","196.16724738675958","459.6044776119403","4.657274802354868","1.3908008253273079","6.321764352170046"
"1264","25","0.06","0.28","1.2","4","4858","0.058460271716755864","0.050955414012738856","102.61512027491409","195.42","420.2077464788732","4.6477807961831505","1.4645667358926917","6.663108895239766"
"1265","25","0.06","0.28","1.2","5","5000","0.0558","0.06349206349206349","91.71830985915493","195.40133779264215","441.52329749103944","4.6169395216370575","1.4587760303159996","6.8898959528808295"
"1266","25","0.06","0.28","1.2","6","5000","0.0468","0.12099644128113879","105.07851239669421","236.30597014925374","525.9786324786324","4.608296694128772","1.5862094334308583","7.490059913068265"
"1267","25","0.06","0.28","1.2","7","5000","0.056","0.057692307692307696","72.95373665480427","174.31543624161074","438.2785714285714","4.6562508567444345","1.2816769898867488","5.88565702265343"
